X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit
70.95,107.79,10603,12061.04,17.65,18323.69,24.54,0,0,199.72,9.18,423.65,3.95,302.15,16.18,407.75,23.84,1,4634.56,7.83,0.63,4
62.57,244.07,10604,10637.53,11.55,41491.16,15.20,0,0,213.35,10.81,403.58,2.49,175.17,10.06,230.74,13.29,1,1809.38,9.66,0.71,5
131.81,56.27,10604,22407.79,14.86,9565.28,11.02,0,0,197.63,11.01,351.30,2.19,204.64,12.92,151.60,9.55,1,150.69,7.77,0.68,4
28.20,113.63,10605,4794.50,21.43,19316.94,18.31,0,0,162.58,10.35,447.43,2.92,259.70,18.92,221.92,16.17,0,2621.52,5.84,0.58,3
64.38,246.42,10605,10943.95,7.38,41891.50,7.35,0,0,319.77,10.85,405.50,2.02,166.56,6.37,165.84,6.33,1,2572.50,14.33,0.85,4
154.94,215.87,10605,26339.16,9.50,36697.28,11.44,0,0,273.59,10.38,339.91,2.53,192.66,8.33,232.01,10.02,0,2066.65,11.83,0.81,4
9.38,110.10,10606,1594.49,9.64,18716.87,10.48,0,0,339.85,17.64,490.41,2.90,140.43,7.98,155.06,9.24,1,2349.38,8.69,0.72,5
63.91,247.83,10606,10865.46,8.58,42130.59,10.12,0,0,353.37,13.45,404.32,2.88,173.45,7.52,204.43,8.83,1,3495.27,14.37,0.82,4
154.85,216.07,10606,26324.79,3.04,36732.37,3.60,0,0,1062.57,15.45,360.78,3.04,161.01,2.67,189.97,3.13,1,8006.44,34.44,0.97,4
27.78,63.95,10607,4722.30,14.92,10871.15,17.26,0,0,288.44,9.14,440.54,4.42,369.51,14.18,416.98,17.10,1,7363.48,11.99,0.74,4
63.88,248.71,10607,10860.31,9.98,42280.69,10.14,0,0,334.44,14.74,404.70,2.91,173.90,8.71,176.53,8.81,1,0.00,0.00,0.78,5
155.34,214.74,10607,26407.70,4.02,36505.58,4.83,0,0,739.04,15.02,357.10,2.79,150.83,3.43,182.13,4.19,1,4915.15,31.62,0.94,5
27.11,60.59,10608,4609.12,5.28,10299.86,5.08,0,0,658.55,14.40,481.67,2.96,185.63,4.61,178.43,4.41,1,6803.81,20.92,0.93,4
157.29,213.77,10608,26739.72,7.22,36341.61,5.46,0,0,502.92,11.42,348.11,2.80,244.63,6.32,185.08,4.79,1,4321.98,20.02,0.92,4
22.60,158.20,10609,3842.13,25.18,26894.50,23.61,0,0,129.72,10.81,453.50,2.84,232.75,22.14,218.24,20.76,0,2881.21,4.36,0.45,3
122.56,136.43,10609,20836.03,15.72,23193.62,13.66,0,0,178.38,10.44,376.15,2.29,206.37,13.72,179.24,11.89,1,2169.12,6.11,0.65,3
158.44,212.14,10609,26934.31,4.57,36064.14,5.73,0,0,588.20,12.18,354.58,2.62,169.19,3.96,212.42,4.99,1,4912.40,22.56,0.94,4
22.37,158.22,10610,3803.04,10.99,26898.02,11.18,0,0,326.36,15.39,456.24,3.14,178.93,9.55,182.02,9.74,1,2844.38,11.45,0.75,4
122.68,136.47,10610,20856.32,14.64,23199.24,12.81,0,0,193.46,12.24,370.85,2.27,177.13,12.69,154.28,10.86,1,1583.88,7.15,0.63,4
159.41,211.76,10610,27099.39,4.57,35998.96,4.97,0,0,605.52,12.98,366.33,2.49,163.33,3.94,177.66,4.32,1,4555.98,19.72,0.94,4
16.61,91.40,10611,2823.58,7.25,15538.74,7.61,0,0,564.07,16.53,479.56,3.67,190.22,6.33,199.52,6.64,1,5956.69,20.35,0.88,4
44.58,210.76,10611,7578.56,12.32,35830.02,13.82,0,0,577.02,39.89,487.27,6.31,131.88,9.74,152.22,11.97,1,4002.79,7.59,0.60,5
48.51,204.97,10611,8246.94,10.03,34845.07,20.14,0,0,514.89,26.33,479.90,6.42,149.71,8.50,301.72,17.83,1,6989.83,8.12,0.70,5
79.33,183.91,10611,13485.47,3.12,31264.84,3.34,0,0,1658.47,26.69,426.64,4.57,148.08,2.66,159.33,2.93,1,10511.71,65.29,0.96,5
159.69,210.89,10611,27148.05,4.53,35851.40,4.48,0,0,675.34,13.68,358.04,2.63,171.57,3.93,170.04,3.92,1,4738.88,21.78,0.94,4
10.71,93.80,10612,1821.24,34.57,15946.65,35.47,0,0,294.20,17.06,412.81,9.51,454.87,35.88,463.20,37.15,1,7465.58,18.04,0.38,5
22.95,158.71,10612,3901.91,9.83,26980.92,8.40,0,0,322.43,11.67,454.07,2.57,208.79,8.58,178.45,7.33,1,3158.73,9.27,0.83,4
79.30,183.90,10612,13480.26,2.59,31263.56,2.73,0,0,2218.90,30.17,447.04,5.03,145.90,2.22,154.48,2.41,1,14635.31,88.36,0.97,5
159.78,211.10,10612,27161.87,6.70,35887.59,6.95,0,0,539.66,14.93,357.98,3.22,186.05,5.85,192.87,6.06,1,4946.33,14.92,0.89,4
57.26,213.79,10613,9733.59,9.82,36344.88,10.23,0,0,264.27,10.76,427.20,2.31,185.37,8.57,193.14,8.93,1,2550.88,11.14,0.80,4
79.32,183.92,10613,13484.28,2.69,31265.74,2.86,0,0,2113.34,30.31,443.79,4.98,142.82,2.28,153.35,2.53,1,13724.58,88.16,0.97,5
111.79,32.14,10613,19003.61,18.40,5463.27,12.46,0,0,218.52,9.22,355.27,3.06,336.09,16.68,229.20,11.12,0,3672.10,9.09,0.73,3
159.78,210.84,10613,27162.66,4.51,35843.23,5.35,0,0,572.10,11.79,362.06,2.44,168.02,3.93,199.26,4.66,1,5086.23,17.48,0.94,4
7.78,84.30,10614,1322.35,9.29,14330.87,6.65,0,0,795.15,24.39,487.59,5.48,232.69,8.12,166.67,5.80,1,9761.73,32.62,0.87,5
52.36,208.81,10614,8901.46,16.99,35497.57,17.02,0,0,302.47,14.26,438.64,4.82,279.52,15.18,279.92,15.22,0,6802.90,9.07,0.68,4
58.47,109.25,10614,9939.81,19.61,18573.31,15.12,0,0,235.52,15.37,445.47,3.58,231.02,17.14,178.19,13.23,1,4594.44,7.47,0.60,5
75.75,243.64,10614,12877.62,9.52,41418.32,12.37,0,0,241.56,11.25,396.60,2.27,157.00,8.29,203.99,10.77,1,1967.46,8.74,0.75,4
159.50,211.37,10614,27114.99,6.87,35933.10,8.88,0,0,426.21,12.90,357.56,2.92,174.29,5.98,225.34,7.76,1,4753.65,16.47,0.87,4
11.36,80.18,10615,1930.69,3.31,13630.55,3.91,0,0,1063.98,18.13,481.38,3.27,147.92,2.80,175.95,3.40,1,7896.15,33.12,0.96,5
54.48,214.42,10615,9260.76,3.63,36451.24,3.72,0,0,2383.46,42.87,499.15,7.45,153.54,3.07,157.65,3.17,1,18783.27,101.44,0.96,5
64.02,118.19,10615,10884.04,4.95,20091.99,5.54,0,0,650.14,17.05,434.13,2.92,146.70,4.48,162.70,4.82,1,5467.98,17.74,0.91,4
76.57,245.39,10615,13017.28,21.28,41715.97,16.43,0,0,157.06,8.18,384.00,2.74,316.23,19.12,244.98,14.68,0,2505.02,5.91,0.64,3
159.70,211.74,10615,27149.38,5.13,35995.82,5.82,0,0,628.01,16.14,366.13,2.94,152.86,4.42,173.67,5.05,1,5694.33,22.86,0.91,5
54.44,214.50,10616,9254.21,4.61,36465.63,4.50,0,0,1044.10,23.80,449.11,4.03,153.76,3.90,149.62,3.77,1,5622.25,13.08,0.93,5
55.60,220.95,10616,9451.95,10.35,37560.67,9.76,0,0,422.29,17.34,457.94,3.70,193.64,9.02,182.58,8.52,1,1817.35,3.99,0.79,4
71.51,47.56,10616,12157.34,4.43,8085.79,5.72,0,0,918.47,20.07,419.27,3.99,154.64,3.77,200.45,4.97,1,6787.54,27.04,0.93,5
76.63,245.77,10616,13027.20,10.50,41781.28,9.40,0,0,268.45,11.37,392.31,2.31,190.41,9.14,170.44,8.19,1,1450.62,9.87,0.79,5
160.33,211.83,10616,27256.65,4.18,36010.78,4.43,0,0,614.44,12.30,364.24,2.27,159.83,3.60,169.91,3.86,1,4676.23,26.57,0.94,4
47.67,220.56,10617,8104.43,8.92,37495.45,11.15,0,0,345.02,13.83,443.05,3.01,170.92,7.76,213.54,9.72,1,3450.33,11.58,0.80,4
75.26,241.41,10617,12794.25,30.39,41040.09,18.33,0,0,142.24,13.09,401.09,2.93,253.41,26.53,152.17,15.63,1,368.35,5.77,0.43,4
160.32,211.53,10617,27253.82,4.92,35960.44,4.77,0,0,588.97,13.28,358.48,2.45,167.21,4.26,161.93,4.09,1,4400.21,19.72,0.93,5
47.20,221.10,10618,8023.70,8.58,37587.68,12.88,0,0,388.57,14.82,428.02,3.62,173.25,7.53,259.87,11.31,1,3662.52,16.39,0.81,4
77.92,245.24,10618,13245.68,10.50,41690.19,15.44,0,0,225.19,8.88,380.45,2.61,206.04,9.30,302.15,13.73,0,2472.71,8.05,0.78,4
159.95,211.72,10618,27191.64,4.69,35991.74,4.61,0,0,627.61,13.56,364.38,2.51,166.92,4.11,163.53,3.99,1,5083.19,16.70,0.94,4
75.42,244.93,10619,12820.90,19.82,41637.69,24.79,0,0,133.55,9.96,396.14,2.66,204.78,17.45,256.11,21.83,0,2049.65,4.36,0.51,3
158.40,211.67,10619,26927.62,4.53,35984.17,4.77,0,0,657.57,13.47,357.26,2.64,169.57,3.92,178.48,4.14,1,4675.81,26.76,0.94,4
72.95,156.26,10620,12400.89,16.92,26564.70,10.18,0,0,256.09,9.77,416.77,3.06,339.98,15.42,206.87,9.05,0,5319.15,8.92,0.78,4
158.68,211.24,10620,26975.27,5.26,35910.76,4.84,0,0,543.55,11.27,356.85,2.39,194.68,4.58,179.38,4.22,1,5372.42,19.64,0.94,4
79.03,154.63,10621,13435.37,11.73,26287.47,15.36,0,0,289.79,13.70,421.14,3.47,191.16,10.31,250.26,13.48,0,2577.15,4.97,0.73,4
117.97,157.54,10621,20055.45,9.90,26781.18,16.02,0,0,287.05,10.40,384.56,3.32,211.98,8.82,340.46,14.49,0,5139.38,11.60,0.79,3
157.33,210.66,10621,26745.89,5.05,35811.86,4.84,0,0,662.73,15.22,357.28,2.81,168.46,4.37,161.39,4.17,1,4629.77,23.40,0.93,4
159.02,210.27,10622,27034.19,5.20,35745.93,4.98,0,0,555.17,12.28,353.06,2.45,180.47,4.53,172.94,4.33,1,3887.58,17.04,0.93,4
160.24,209.72,10623,27241.12,9.48,35652.11,8.19,0,0,313.31,12.46,362.94,2.38,182.99,8.24,157.87,7.09,1,3588.88,11.69,0.81,4
121.55,165.83,10625,20663.68,19.33,28190.83,20.52,0,0,147.90,10.62,369.92,2.62,207.28,16.95,219.99,17.99,0,2111.08,5.42,0.54,5
156.91,210.33,10625,26675.02,3.69,35755.56,3.94,0,0,645.75,13.20,353.01,2.10,140.50,3.37,147.50,3.35,1,3608.75,18.19,0.94,4
141.55,133.70,10626,24063.89,11.34,22729.02,13.82,0,0,187.82,8.28,352.54,2.10,198.16,9.96,241.38,12.13,0,2323.48,6.82,0.75,4
85.46,180.11,10627,14528.20,14.12,30617.99,15.91,0,0,291.54,14.56,429.35,3.94,218.01,12.44,245.55,14.01,0,4215.54,5.82,0.69,4
88.72,175.55,10627,15083.00,15.50,29844.04,17.52,0,0,353.89,29.13,439.82,4.96,143.80,13.31,162.58,15.00,1,5168.62,8.74,0.50,4
130.54,180.74,10627,22191.35,4.27,30725.45,4.84,0,0,661.61,15.71,371.61,2.52,133.06,3.37,155.06,4.18,1,3748.21,16.46,0.93,5
148.37,184.77,10627,25223.24,12.39,31411.56,15.78,0,0,187.17,8.51,335.69,2.37,210.37,10.94,267.81,13.92,0,1599.15,7.38,0.73,3
84.16,178.29,10628,14307.98,9.01,30308.91,9.96,0,0,414.07,12.99,418.08,3.54,221.55,7.94,244.82,8.78,0,5771.10,15.55,0.85,4
151.59,149.78,10628,25769.46,4.41,25462.21,4.51,0,0,740.05,14.55,383.63,2.85,171.86,3.81,175.85,3.92,1,6070.27,21.68,0.94,4
47.14,134.79,10629,8013.47,11.63,22915.03,12.23,0,0,244.23,12.06,440.28,2.54,180.95,10.15,190.40,10.66,1,1539.12,6.95,0.73,5
82.89,165.02,10629,14090.85,8.14,28053.37,8.63,0,0,1336.32,43.66,440.04,9.84,191.63,7.12,203.11,7.54,0,13790.73,36.09,0.86,5
113.75,78.65,10629,19337.65,5.00,13370.85,4.90,0,0,584.97,14.77,393.55,2.46,151.46,4.33,147.93,4.15,1,3958.88,23.32,0.92,5
150.48,148.02,10629,25581.89,5.73,25163.63,5.16,0,0,955.25,23.28,389.19,4.48,180.34,4.96,162.94,4.54,1,7873.79,32.62,0.92,5
60.68,184.27,10630,10316.19,2.30,31326.72,2.47,0,0,2433.40,30.68,447.17,4.90,138.37,1.93,149.27,2.12,1,13568.02,81.77,0.98,5
147.58,150.44,10630,25089.20,8.84,25575.19,9.29,0,0,484.22,14.62,365.67,3.96,225.80,7.79,237.29,8.18,0,5267.62,15.03,0.86,3
16.39,162.10,10631,2785.53,21.88,27556.61,35.03,0,0,147.72,14.70,463.57,3.62,169.17,19.09,270.67,30.81,1,1878.38,3.64,0.38,5
60.69,184.29,10631,10317.77,2.42,31328.72,2.48,0,0,2466.82,32.24,450.63,5.11,140.42,2.04,144.91,2.13,1,13030.02,80.53,0.98,5
93.61,14.36,10631,15913.55,13.63,2441.40,20.12,0,0,168.51,10.75,380.94,2.45,163.87,11.81,242.31,17.58,1,1857.85,7.27,0.61,4
143.88,150.45,10631,24459.98,5.20,25577.20,4.08,0,0,855.91,15.86,372.58,3.44,215.67,4.54,168.75,3.53,1,7746.19,32.76,0.95,4
14.79,157.19,10632,2514.73,9.40,26722.40,8.57,0,0,335.30,9.75,476.19,2.73,249.53,8.29,227.41,7.56,0,6073.04,10.86,0.87,3
60.68,184.21,10632,10316.01,2.41,31316.54,2.50,0,0,2211.78,29.28,438.51,4.60,138.38,2.03,145.07,2.19,1,12090.96,75.78,0.98,5
83.68,29.46,10632,14225.36,15.36,5008.34,11.90,0,0,221.44,15.29,386.23,2.48,168.47,13.23,122.84,8.82,1,2728.46,8.66,0.60,5
142.26,151.57,10632,24184.16,6.52,25767.50,6.55,0,0,517.60,13.52,364.74,2.96,191.95,5.69,192.70,5.71,0,4277.02,20.45,0.90,4
13.90,154.81,10633,2363.10,15.38,26317.42,16.04,0,0,387.55,17.25,482.72,5.65,267.85,13.72,278.75,14.37,0,7661.19,10.71,0.71,5
60.71,184.31,10633,10320.20,2.17,31332.25,2.26,0,0,2071.12,24.02,445.41,3.89,142.73,1.85,148.53,1.93,1,11289.48,70.23,0.98,5
141.89,150.66,10633,24121.76,6.70,25613.04,6.54,0,0,475.05,13.84,364.43,2.72,176.47,5.84,172.25,5.67,1,4101.29,20.96,0.89,5
9.37,160.07,10634,1592.12,10.55,27212.65,10.66,0,0,374.84,13.22,466.01,3.59,230.71,9.30,233.03,9.39,0,5285.46,9.73,0.82,4
141.09,149.71,10634,23985.62,3.51,25450.68,3.81,0,0,990.99,15.32,370.55,3.15,174.48,3.07,189.56,3.32,1,7962.48,30.29,0.96,4
7.56,173.68,10635,1285.03,13.63,29524.78,11.95,0,0,281.55,15.00,456.26,3.12,196.40,11.87,172.07,10.38,1,2229.81,11.28,0.70,5
141.39,149.46,10635,24036.41,3.77,25407.66,4.66,0,0,848.78,13.77,372.51,3.13,178.70,3.29,220.72,4.07,1,9541.65,30.84,0.96,4
5.35,174.02,10636,909.93,24.32,29582.69,15.86,0,0,214.98,12.43,468.64,3.83,321.84,22.17,212.54,14.08,0,0.00,0.00,0.61,5
140.08,150.23,10636,23814.26,12.61,25539.74,11.61,0,0,602.74,23.74,378.49,6.61,247.04,11.13,227.49,10.25,0,8974.15,18.78,0.78,5
134.94,155.94,10637,22940.55,8.83,26510.10,8.22,0,0,408.15,16.23,381.20,2.99,170.67,7.71,159.17,7.24,1,2189.54,8.65,0.81,4
138.48,148.91,10637,23541.19,4.60,25314.33,5.01,0,0,625.99,14.65,377.16,2.56,149.35,3.86,164.09,4.38,1,2517.83,7.48,0.93,5
134.69,157.46,10638,22896.97,4.31,26767.50,3.97,0,0,834.87,13.79,390.16,3.02,200.36,3.76,184.54,3.46,1,8010.15,29.21,0.96,4
151.41,174.37,10638,25738.86,6.29,29643.35,6.97,0,0,393.17,12.51,347.44,2.22,150.47,5.32,167.46,6.01,1,2371.98,17.10,0.87,5
131.87,158.65,10639,22417.20,8.51,26970.08,10.86,0,0,613.63,20.44,391.29,5.28,196.88,7.49,251.17,9.54,0,8443.81,23.15,0.84,4
151.27,175.54,10639,25715.89,4.93,29841.57,4.10,0,0,711.17,12.85,361.85,2.80,209.80,4.30,174.19,3.56,1,6188.08,32.15,0.95,4
131.22,159.22,10640,22307.78,3.83,27067.95,3.90,0,0,775.40,13.61,383.94,2.58,167.26,3.33,170.50,3.39,1,5724.27,29.17,0.96,4
151.16,173.20,10640,25698.00,4.71,29443.49,6.34,0,0,640.87,15.32,365.99,3.03,151.80,4.16,203.80,5.51,1,4567.40,22.27,0.92,4
130.70,159.09,10641,22218.28,5.67,27045.91,5.33,0,0,527.30,12.99,384.54,2.50,176.54,4.92,166.38,4.67,1,4265.58,17.48,0.92,4
152.83,175.54,10641,25980.64,2.90,29841.01,2.88,0,0,991.63,14.74,367.00,2.43,149.85,2.55,146.90,2.40,1,6318.98,32.91,0.97,5
56.85,4.61,10642,9664.48,16.79,783.09,17.88,0,0,196.58,12.61,414.71,3.02,201.29,14.71,214.41,15.66,0,0.00,0.00,0.60,4
130.57,158.85,10642,22196.14,2.59,27004.17,2.83,0,0,1455.53,18.88,395.96,3.37,152.01,2.19,167.30,2.47,1,10714.98,55.35,0.98,5
151.84,174.67,10642,25812.08,5.82,29694.16,4.77,0,0,590.53,11.39,353.06,2.76,231.91,5.09,190.18,4.18,1,5585.17,19.37,0.94,3
130.06,158.75,10643,22109.90,9.95,26986.92,8.68,0,0,277.37,10.36,374.13,2.25,204.56,8.68,178.50,7.57,1,2409.27,14.63,0.82,4
151.49,174.70,10643,25753.28,7.24,29698.22,6.82,0,0,583.39,14.89,353.06,3.64,218.20,6.34,205.45,5.97,0,5849.29,21.00,0.90,4
51.53,186.19,10644,8760.66,5.18,31651.81,5.95,0,0,560.24,16.44,433.00,2.60,129.39,4.00,154.49,5.19,1,3305.62,26.19,0.89,5
67.38,241.11,10644,11454.81,12.00,40988.12,28.21,0,0,219.22,10.51,403.59,3.58,195.22,10.72,433.67,27.88,1,4975.54,8.31,0.68,4
150.22,177.57,10644,25536.95,4.50,30186.19,5.48,0,0,702.39,13.06,355.18,3.08,186.21,3.94,226.52,4.79,1,6635.67,28.43,0.95,4
85.43,249.66,10645,14523.32,6.06,42443.02,6.83,0,0,772.13,24.34,416.72,4.23,145.61,5.05,165.55,5.89,1,0.00,0.00,0.87,5
132.78,161.79,10645,22572.65,14.41,27504.91,14.59,0,0,299.12,15.82,399.07,3.85,209.71,12.63,212.38,12.79,0,5255.90,12.35,0.68,4
151.51,179.27,10645,25756.68,8.42,30476.31,8.39,0,0,286.73,11.42,348.92,2.06,161.54,7.21,161.29,7.26,1,1829.29,9.42,0.81,4
58.33,151.34,10646,9915.58,10.66,25727.35,12.35,0,0,239.21,12.36,436.36,2.36,158.02,9.19,183.21,10.72,1,3056.33,9.15,0.72,5
53.32,127.67,10647,9063.78,5.22,21703.78,4.78,0,0,662.48,18.94,440.86,2.74,137.63,4.37,123.07,3.82,1,3692.23,24.62,0.90,5
61.58,122.29,10647,10468.50,12.77,20789.88,16.94,0,0,194.10,11.63,425.53,2.49,163.42,11.03,217.17,14.77,1,1393.90,8.43,0.64,4
105.26,198.73,10647,17894.24,9.64,33783.71,11.00,0,0,307.73,15.36,403.33,2.71,147.88,8.33,168.88,9.53,1,3244.25,14.54,0.74,5
150.44,177.74,10648,25575.41,12.13,30215.59,10.49,0,0,250.31,12.73,347.25,2.43,183.04,10.52,158.31,9.11,1,1540.60,9.24,0.72,4
58.13,160.79,10653,9882.32,14.79,27333.74,13.11,0,0,215.85,12.35,425.93,2.62,198.50,12.89,175.98,11.44,1,2385.71,6.81,0.67,5
137.40,120.49,10654,23358.50,9.81,20483.76,10.04,0,0,281.80,14.55,349.15,2.35,143.23,8.13,146.68,8.33,1,896.29,14.40,0.73,5
142.20,199.73,10654,24174.74,23.72,33954.29,30.88,0,0,150.29,10.25,370.33,3.85,271.62,21.39,350.27,28.42,0,4024.08,5.05,0.48,3
20.18,35.44,10655,3430.76,7.82,6024.60,7.94,0,0,419.88,15.56,442.77,2.84,162.00,6.82,163.91,6.82,1,2800.71,15.40,0.83,5
49.33,246.81,10655,8385.34,15.55,41957.15,13.78,0,0,264.84,15.97,427.54,3.38,198.10,13.55,175.61,12.03,1,2214.44,2.61,0.64,4
131.87,196.16,10655,22417.06,12.32,33347.38,12.57,0,0,226.97,8.26,370.34,2.61,262.10,10.98,267.38,11.18,0,4015.06,8.16,0.79,3
134.72,113.28,10655,22901.57,6.23,19257.58,8.02,0,0,587.55,18.21,374.85,3.59,153.96,5.39,198.56,6.97,1,5750.21,23.99,0.87,5
134.44,116.38,10656,22854.32,9.19,19784.00,10.38,0,0,278.59,13.38,362.18,2.31,144.64,7.62,164.85,8.93,1,2226.44,13.27,0.75,4
23.08,25.03,10657,3924.42,7.69,4254.86,6.82,0,0,553.47,17.07,438.15,3.48,191.54,6.70,170.04,5.98,1,5167.77,18.87,0.87,4
134.74,28.17,10657,22904.95,4.91,4788.93,4.83,0,0,511.44,14.58,353.82,2.11,131.68,4.20,132.09,4.39,1,2278.94,16.85,0.90,5
4.67,105.45,10661,793.15,21.01,17925.90,19.76,0,0,165.88,13.84,461.56,2.95,193.42,18.31,181.91,17.20,1,0.00,0.00,0.48,4
48.64,225.88,10664,8268.84,11.70,38399.46,10.06,0,0,300.58,11.66,422.15,2.90,232.18,10.26,199.69,8.83,0,3354.60,9.32,0.80,4
83.67,244.52,10664,14224.42,18.89,41567.94,15.19,0,0,159.30,11.23,384.46,2.35,205.67,16.46,165.06,13.10,1,-62.27,5.73,0.57,4
49.44,225.82,10665,8405.34,3.08,38389.50,3.51,0,0,1321.40,20.60,445.50,3.71,150.16,2.59,172.38,3.05,1,10053.94,42.05,0.97,5
52.62,141.12,10666,8945.22,15.54,23989.63,15.52,0,0,193.43,12.91,427.62,2.60,178.62,13.49,178.50,13.53,1,1058.40,6.32,0.60,4
55.05,228.61,10666,9358.47,7.72,38863.37,6.52,0,0,495.73,12.15,432.94,3.15,242.59,6.79,204.77,5.73,0,6508.31,13.62,0.91,3
128.30,54.45,10666,21810.41,11.35,9256.74,11.51,0,0,247.63,9.30,344.99,2.56,233.17,10.01,236.42,10.15,0,1640.96,8.81,0.80,3
129.42,18.00,10666,22000.55,8.67,3060.25,10.05,0,0,280.66,11.49,353.04,2.26,161.95,7.45,188.31,8.75,1,1313.90,8.87,0.80,4
130.83,62.73,10666,22241.38,6.88,10663.94,8.41,0,0,417.75,15.39,368.65,2.73,144.34,6.12,175.43,7.29,1,3207.17,17.01,0.84,4
58.51,223.17,10667,9946.20,15.96,37938.97,16.83,0,0,196.06,9.61,418.93,2.96,251.90,14.16,265.58,14.94,0,3290.17,7.24,0.68,3
84.11,244.35,10667,14298.14,6.30,41539.82,6.96,0,0,448.76,14.71,396.59,2.55,148.47,5.62,162.92,5.99,1,3696.02,16.06,0.87,4
130.81,69.08,10667,22237.09,11.47,11742.83,14.64,0,0,214.04,11.00,373.04,2.43,171.56,10.03,218.84,12.77,1,3486.73,10.29,0.71,4
47.60,205.71,10668,8091.35,9.01,34969.92,7.71,0,0,404.50,14.11,431.11,2.93,198.33,7.84,169.76,6.71,1,1845.69,12.18,0.84,4
84.13,244.52,10668,14302.42,6.23,41568.80,6.07,0,0,430.98,12.04,394.31,2.28,170.96,5.43,166.48,5.23,1,3402.33,15.57,0.90,4
50.47,200.30,10669,8579.98,13.25,34050.55,12.60,0,0,231.18,9.56,429.00,2.72,247.39,11.70,235.25,11.13,0,4043.27,8.61,0.76,4
84.06,244.44,10669,14290.47,10.88,41554.31,11.13,0,0,246.47,12.65,389.89,2.33,163.01,9.55,166.19,9.58,1,777.42,7.32,0.72,4
128.64,160.98,10669,21868.83,3.44,27366.20,3.59,0,0,1187.93,21.60,395.52,3.55,143.84,2.88,152.24,3.20,1,7150.79,44.23,0.96,5
54.35,159.97,10672,9239.51,2.41,27195.73,2.15,0,0,2971.58,32.17,462.73,5.82,170.85,2.08,153.52,1.92,1,19768.50,69.42,0.98,4
49.92,156.20,10673,8485.86,31.33,26554.34,21.23,0,0,188.48,15.03,453.38,4.42,302.80,27.91,205.89,18.81,0,5665.73,6.46,0.46,4
54.24,159.78,10673,9221.44,16.49,27162.68,20.58,0,0,303.76,27.86,459.80,4.78,137.93,14.33,172.13,17.85,1,1737.75,6.44,0.46,5
53.19,158.23,10674,9042.26,14.54,26898.53,23.31,0,0,278.24,15.90,443.85,4.62,196.83,12.87,313.02,21.00,0,5514.85,10.68,0.63,5
52.91,160.66,10675,8994.76,7.12,27311.72,7.96,0,0,354.30,12.89,428.51,2.29,151.05,6.34,167.86,6.87,1,3341.75,10.74,0.84,4
51.05,141.13,10678,8679.01,5.58,23992.40,5.57,0,0,553.57,14.68,443.05,2.65,161.93,4.90,161.59,4.88,1,4501.52,15.02,0.91,5
50.35,151.94,10679,8559.17,8.41,25829.60,9.10,0,0,370.02,12.82,439.85,2.84,186.61,7.34,201.86,7.94,1,4531.67,12.56,0.84,4
14.77,64.50,10680,2510.88,14.38,10965.53,13.30,0,0,211.20,12.95,460.62,2.52,179.92,12.51,166.15,11.46,1,84.67,5.78,0.64,4
149.40,231.92,10680,25397.86,4.67,39426.73,6.05,0,0,563.11,14.76,346.01,2.52,132.24,3.73,176.10,5.26,1,3750.62,21.10,0.91,5
43.49,221.70,10681,7392.73,13.35,37688.77,12.18,0,0,245.34,15.04,431.75,2.67,166.56,11.47,151.84,10.46,1,1209.25,7.73,0.65,5
101.21,111.40,10681,17205.61,12.21,18938.39,18.78,0,0,257.27,10.39,373.58,3.58,235.26,10.92,352.68,17.57,0,3927.17,6.00,0.75,4
149.24,231.88,10681,25371.25,3.79,39420.28,4.16,0,0,664.70,13.05,342.38,2.26,148.36,3.29,162.91,3.64,1,4314.58,25.99,0.95,5
103.82,110.41,10682,17649.99,5.32,18770.31,7.29,0,0,478.70,12.10,390.83,2.60,161.75,4.66,221.64,6.36,1,4142.25,17.29,0.91,4
149.25,231.98,10682,25372.02,4.66,39436.30,5.20,0,0,541.89,12.69,340.29,2.29,152.79,4.05,170.54,4.54,1,4119.69,20.89,0.93,4
7.84,192.04,10683,1332.96,15.71,32646.69,15.05,0,0,250.31,8.89,441.78,3.69,344.66,14.55,330.70,13.89,0,5625.10,9.16,0.75,3
149.31,231.86,10683,25382.25,3.87,39415.38,4.64,0,0,804.45,17.05,357.68,2.90,138.67,3.27,167.82,4.04,1,6394.25,34.05,0.94,5
124.92,81.34,10684,21236.01,13.29,13828.14,9.96,0,0,267.46,11.11,369.19,2.73,246.13,11.65,184.64,8.73,1,4041.02,12.28,0.78,4
149.30,232.02,10684,25381.09,4.67,39444.04,5.06,0,0,514.00,11.62,338.42,2.15,158.42,4.03,171.94,4.42,1,4188.42,23.75,0.93,4
125.22,79.54,10685,21287.87,6.47,13522.53,7.04,0,0,628.65,19.33,377.45,3.65,161.47,5.63,175.54,6.09,1,4559.94,28.50,0.88,5
149.31,231.98,10685,25381.87,4.43,39436.35,5.41,0,0,580.71,13.87,343.38,2.42,141.14,3.76,173.48,4.71,1,3493.62,22.43,0.92,4
