X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit
51.37,164.18,10516,8733.51,15.51,27911.18,13.26,0,0,224.69,12.81,430.09,2.82,209.10,13.54,178.74,11.59,1,2476.52,8.59,0.66,5
185.86,151.93,10519,31596.48,14.00,25828.54,19.39,0,0,159.66,9.67,378.85,2.33,177.92,12.29,246.34,16.98,1,2400.58,7.23,0.62,4
49.15,12.32,10522,8355.78,17.98,2093.57,12.16,0,0,165.46,10.00,412.83,2.13,228.37,15.67,154.17,10.50,1,804.60,5.75,0.64,4
72.58,241.56,10524,12338.75,9.00,41065.82,9.08,0,0,292.67,13.81,398.05,2.22,143.71,7.45,145.11,7.53,1,1377.00,10.54,0.76,4
80.62,202.40,10524,13705.42,12.49,34407.34,9.86,0,0,261.18,13.00,397.67,2.49,192.24,10.85,151.03,8.37,1,2390.40,10.37,0.73,4
17.96,55.84,10525,3053.30,12.55,9492.38,19.83,0,0,239.43,13.45,473.20,3.36,172.14,11.07,271.68,17.41,1,3162.96,6.84,0.66,4
72.43,241.55,10525,12313.10,7.99,41063.20,7.82,0,0,393.51,15.21,400.21,2.65,157.48,6.81,153.92,6.62,1,3105.65,14.15,0.82,5
16.93,53.39,10526,2878.19,4.74,9075.65,4.54,0,0,741.90,15.47,476.95,2.97,174.49,4.13,166.80,3.92,1,5001.58,21.66,0.94,4
91.40,173.33,10530,15538.60,8.64,29466.45,11.39,0,0,323.74,14.80,397.57,2.75,143.07,7.19,190.61,9.88,1,1731.73,9.68,0.76,4
26.85,146.70,10534,4564.17,21.77,24938.60,13.75,0,0,213.52,10.00,453.66,3.42,356.69,20.02,228.36,12.31,1,3011.21,4.25,0.68,4
51.69,132.80,10534,8787.58,12.21,22575.41,17.83,0,0,245.16,12.08,440.95,3.25,191.05,10.76,278.81,15.72,0,3377.96,7.01,0.70,4
62.33,121.65,10535,10596.56,27.42,20680.97,20.89,0,0,120.62,8.61,406.89,2.66,296.84,24.40,226.49,18.55,0,1521.31,4.91,0.50,3
28.82,177.95,10538,4899.62,9.13,30252.24,8.41,0,0,360.80,14.21,444.31,2.73,178.11,7.95,164.27,7.38,1,2872.29,9.48,0.81,4
101.38,177.70,10538,17234.06,3.11,30209.78,3.40,0,0,1468.72,25.61,416.96,4.01,133.01,2.51,148.39,2.91,1,8308.96,60.40,0.96,5
134.39,88.26,10538,22845.80,5.44,15003.56,5.15,0,0,471.46,13.41,360.69,2.11,144.76,4.54,138.05,4.44,1,2123.17,18.91,0.90,4
24.51,178.61,10539,4167.06,18.26,30363.14,12.43,0,0,223.74,11.42,459.16,3.02,275.78,16.07,187.71,10.93,1,4570.73,7.82,0.69,5
36.45,166.87,10539,6196.88,3.14,28368.06,3.15,0,0,1532.39,23.95,468.65,4.11,153.09,2.65,154.90,2.77,1,10368.44,46.88,0.97,5
40.21,173.32,10539,6836.44,25.69,29463.64,35.22,0,0,107.19,11.58,426.50,2.87,183.10,22.55,250.96,30.87,1,-6961.58,0.20,0.34,3
101.42,177.69,10539,17242.19,3.45,30207.96,3.62,0,0,1211.56,23.26,414.93,3.58,133.22,2.74,142.88,3.07,1,5246.65,42.32,0.95,5
22.24,38.57,10540,3781.47,11.16,6557.23,7.93,0,0,314.64,12.27,445.56,2.57,219.57,9.72,155.28,6.77,1,3170.58,9.64,0.81,4
27.90,170.82,10540,4743.73,14.60,29038.71,15.97,0,0,256.11,12.63,462.38,3.54,228.46,12.89,249.78,14.11,0,5636.06,6.07,0.70,4
32.89,167.54,10540,5591.33,7.40,28481.23,7.76,0,0,598.03,23.62,455.94,3.86,144.83,6.64,149.57,6.50,1,2234.88,9.52,0.82,5
27.69,175.93,10541,4707.08,16.61,29907.26,39.83,0,0,140.15,9.33,440.57,3.19,194.58,14.84,439.66,39.59,1,2034.81,6.99,0.53,5
35.36,186.93,10542,6011.12,13.05,31778.38,14.21,0,0,209.81,9.76,438.74,2.56,216.07,11.48,235.37,12.50,0,1739.46,5.68,0.73,3
45.30,186.87,10542,7700.42,15.58,31767.68,20.44,0,0,223.45,16.13,449.82,3.48,165.69,13.55,217.50,17.83,1,3212.29,10.18,0.55,5
14.45,180.01,10543,2457.19,11.31,30601.87,13.78,0,0,280.51,14.69,473.69,3.04,165.47,9.76,201.96,12.00,1,4271.73,5.36,0.70,4
20.18,181.39,10543,3430.85,15.70,30835.98,17.43,0,0,215.65,12.35,452.32,3.20,211.32,13.80,234.54,15.31,0,-585.23,3.03,0.64,3
22.57,160.87,10543,3837.23,10.12,27347.23,10.36,0,0,371.53,18.79,452.71,3.25,152.55,8.56,157.31,9.09,1,3193.85,11.41,0.73,5
34.46,188.32,10543,5858.85,2.56,32014.26,2.57,0,0,2872.38,37.65,495.09,6.24,148.15,2.14,149.03,2.19,1,18997.15,100.88,0.98,5
22.84,160.64,10544,3883.54,4.51,27308.59,3.85,0,0,1033.01,21.87,484.58,3.64,163.07,3.93,136.78,3.17,1,8327.42,25.30,0.94,5
34.42,188.30,10544,5851.67,2.65,32010.76,2.64,0,0,2867.89,39.05,493.24,6.42,147.70,2.22,147.51,2.25,1,17500.81,91.38,0.97,5
111.76,53.61,10544,18998.35,5.77,9112.86,6.38,0,0,473.03,14.58,377.53,2.44,143.27,5.00,158.01,5.44,1,2590.88,18.41,0.88,5
23.04,161.34,10545,3917.37,6.92,27428.10,6.74,0,0,538.12,19.58,470.17,3.12,147.08,6.23,140.76,5.64,1,3867.88,17.83,0.84,5
25.90,204.34,10545,4403.78,8.62,34737.08,11.31,0,0,348.22,12.45,452.85,3.05,185.51,7.56,243.49,9.91,1,3800.83,9.59,0.82,4
34.45,188.32,10545,5856.59,2.40,32014.93,2.43,0,0,3019.04,37.67,496.40,6.16,145.44,1.99,147.94,2.07,1,18658.08,109.28,0.98,5
107.67,191.63,10545,18303.22,4.32,32577.82,4.70,0,0,906.58,19.96,399.84,3.48,149.68,3.68,163.14,4.04,1,5822.00,44.71,0.94,5
19.55,216.28,10546,3324.13,2.88,36767.45,2.96,0,0,3507.19,49.71,521.72,8.74,154.92,2.44,159.67,2.56,1,23384.62,98.26,0.97,5
22.67,161.52,10546,3853.69,9.48,27457.62,7.62,0,0,355.55,13.65,457.89,2.59,189.01,8.23,150.89,6.42,1,3860.42,11.51,0.82,5
34.45,188.31,10546,5857.18,2.56,32012.11,2.61,0,0,3004.47,39.96,498.63,6.57,145.66,2.13,149.24,2.23,1,19402.73,123.66,0.98,5
65.07,212.28,10546,11062.38,5.66,36087.99,5.67,0,0,546.20,14.34,417.06,2.66,165.57,4.95,165.70,4.91,1,4532.69,16.29,0.91,4
20.50,219.86,10547,3485.81,14.83,37375.94,14.35,0,0,336.35,19.76,465.39,4.29,193.94,12.93,187.64,12.52,1,2731.83,7.47,0.65,4
34.50,188.33,10547,5864.77,6.40,32015.31,5.77,0,0,634.82,21.60,447.09,3.20,140.35,5.19,125.55,4.67,1,4988.90,31.26,0.86,5
65.11,212.26,10547,11069.02,2.73,36084.32,2.70,0,0,2628.37,33.92,464.18,6.12,162.34,2.39,160.51,2.34,1,18677.17,86.78,0.98,5
76.57,203.68,10547,13017.54,4.59,34625.18,4.80,0,0,780.33,18.91,425.82,3.09,142.86,3.79,150.80,4.10,1,4636.12,30.17,0.92,5
22.39,161.94,10548,3806.18,6.15,27529.01,5.76,0,0,525.36,16.57,452.08,2.67,148.75,5.18,142.16,5.26,1,4337.42,18.63,0.88,4
65.07,212.27,10548,11062.70,2.41,36085.55,2.48,0,0,2666.64,30.46,469.43,5.60,162.20,2.11,166.40,2.15,1,20664.25,83.85,0.98,4
20.15,220.42,10549,3425.89,26.81,37472.05,27.93,0,0,132.35,9.88,434.15,3.40,278.87,24.02,290.49,25.01,0,1558.25,3.14,0.46,4
22.37,161.62,10549,3802.79,8.14,27474.64,7.59,0,0,469.04,18.41,461.51,3.13,158.23,6.97,146.76,6.37,1,5413.15,18.49,0.83,5
65.10,212.22,10549,11066.61,2.64,36076.93,2.60,0,0,2698.66,33.57,475.33,6.07,163.14,2.31,160.32,2.26,1,20397.73,108.25,0.98,5
94.18,194.37,10549,16010.53,9.41,33042.22,10.60,0,0,302.03,12.69,398.16,2.62,172.05,8.21,193.80,9.23,1,2699.73,11.87,0.79,4
103.75,48.39,10549,17637.58,3.23,8226.13,3.53,0,0,1026.06,17.79,389.93,2.95,142.77,2.80,155.52,3.01,1,6043.56,35.30,0.96,5
9.27,236.26,10550,1576.17,13.40,40164.73,18.83,0,0,280.40,15.19,451.92,3.98,190.72,11.79,267.44,16.63,0,3021.52,3.81,0.66,4
14.52,241.80,10550,2468.08,10.81,41106.54,11.18,0,0,385.12,19.83,463.73,3.63,160.45,9.24,166.46,9.73,1,1579.81,6.15,0.72,4
22.13,160.67,10550,3761.58,10.47,27313.43,11.39,0,0,367.04,16.72,450.80,3.49,176.54,9.14,192.06,9.92,1,4159.38,15.34,0.76,5
37.80,39.47,10550,6425.45,8.52,6709.73,9.20,0,0,361.79,17.55,434.97,2.70,135.18,7.55,143.26,7.56,1,1820.56,9.96,0.75,4
65.09,212.25,10550,11064.79,2.59,36083.05,2.54,0,0,2831.51,35.07,475.44,6.24,161.05,2.28,157.57,2.21,1,19553.92,86.31,0.98,5
211.40,182.41,10550,35938.02,14.47,31009.38,14.56,0,0,209.91,17.88,348.85,2.23,115.42,10.44,98.71,9.20,1,790.92,10.59,0.52,5
13.89,238.37,10551,2360.84,15.47,40523.75,15.88,0,0,310.04,10.98,427.79,4.60,339.42,14.39,345.35,14.98,0,6956.67,12.10,0.75,5
17.73,208.55,10551,3014.90,4.62,35453.62,5.59,0,0,715.72,15.41,457.53,3.16,164.70,4.02,199.22,4.86,1,6169.52,23.67,0.93,4
65.11,212.27,10551,11068.80,2.31,36085.14,2.37,0,0,2803.97,31.17,476.48,5.63,159.73,2.03,163.70,2.06,1,19946.31,85.76,0.98,5
64.30,220.42,10551,10930.63,9.78,37471.26,11.97,0,0,256.96,14.07,432.51,2.36,135.51,8.26,166.87,10.28,1,-75.81,2.66,0.70,4
103.89,48.66,10551,17661.59,6.61,8272.02,8.04,0,0,395.80,13.84,372.63,2.48,146.42,5.93,176.77,6.97,1,3875.27,14.76,0.85,4
214.43,111.29,10551,36453.00,2.90,18919.99,3.01,0,0,1368.67,21.61,381.12,3.39,137.09,2.34,144.81,2.57,1,7392.83,47.28,0.97,5
8.31,235.25,10552,1413.53,17.33,39992.80,12.69,0,0,197.78,12.47,438.87,2.55,210.97,15.08,154.52,11.05,1,1374.19,5.46,0.62,4
31.18,186.69,10552,5299.85,31.67,31737.73,25.70,0,0,151.67,10.83,448.62,4.08,341.50,29.34,280.96,23.17,0,3030.58,3.76,0.46,4
65.10,212.27,10552,11067.05,2.54,36085.78,2.41,0,0,2797.93,32.74,476.38,5.94,166.68,2.22,157.84,2.09,1,20529.67,109.53,0.98,5
104.05,47.35,10552,17688.78,7.34,8049.43,8.35,0,0,302.99,11.17,375.70,2.04,153.67,6.53,173.96,7.23,1,1569.94,9.55,0.83,4
214.49,111.32,10552,36462.95,3.15,18924.15,3.48,0,0,1053.32,18.40,374.78,2.92,132.95,2.47,151.15,2.97,1,6044.56,46.29,0.96,5
65.12,212.24,10553,11070.61,3.30,36081.62,3.12,0,0,1247.27,19.18,434.35,3.43,164.77,2.88,155.69,2.71,1,8218.04,33.13,0.97,5
31.66,143.07,10554,5381.49,10.20,24321.80,12.31,0,0,236.47,11.17,455.41,2.30,165.61,8.83,200.02,10.72,1,3804.69,8.88,0.75,5
120.52,219.38,10554,20488.30,11.94,37293.79,16.09,0,0,221.48,14.77,385.58,2.59,132.11,9.37,183.62,13.92,1,1121.58,8.02,0.61,5
124.05,228.72,10554,21087.71,15.65,38882.82,19.02,0,0,215.96,13.00,380.61,3.33,200.27,13.76,243.32,16.70,0,2242.81,3.65,0.62,4
4.48,205.95,10555,761.07,33.86,35010.78,25.39,0,0,143.78,8.90,477.92,3.92,406.15,33.44,321.35,23.46,1,0.00,0.00,0.51,5
35.88,141.68,10555,6100.39,5.34,24085.29,6.73,0,0,658.93,15.11,456.79,3.48,179.09,4.68,225.59,5.88,1,5921.19,20.30,0.92,4
19.86,126.52,10557,3375.38,14.85,21507.69,9.46,0,0,371.55,15.85,477.74,3.90,267.71,13.06,170.51,8.24,1,5067.04,11.83,0.77,4
22.40,161.33,10557,3807.74,10.27,27425.37,11.99,0,0,295.22,14.33,457.16,2.83,161.95,8.84,189.39,10.42,1,3348.42,10.30,0.74,4
29.28,246.39,10557,4976.78,21.57,41887.12,22.61,0,0,135.52,12.31,432.20,2.61,182.35,18.79,191.14,19.69,1,611.29,4.59,0.44,4
62.60,136.56,10557,10642.80,8.07,23215.89,9.36,0,0,315.03,13.32,414.01,2.33,144.51,6.73,169.16,8.06,1,840.23,10.30,0.80,5
8.15,245.34,10558,1384.86,14.61,41708.27,13.15,0,0,276.52,16.34,451.59,3.33,189.83,12.73,170.73,11.41,1,1961.38,8.10,0.65,4
22.54,161.04,10558,3831.25,12.00,27376.04,8.27,0,0,312.08,13.49,449.65,2.70,213.57,10.44,148.40,7.47,1,3234.31,10.28,0.78,4
22.79,160.82,10559,3874.92,8.76,27339.97,8.63,0,0,383.27,14.46,456.17,2.89,178.19,7.62,175.63,7.52,1,4248.92,10.89,0.82,4
6.48,192.63,10560,1101.65,27.90,32747.33,47.41,0,0,87.75,7.99,446.90,2.97,239.41,25.13,396.51,45.09,1,0.00,0.00,0.35,3
91.51,143.56,10560,15556.52,2.33,24405.51,2.51,0,0,2204.19,27.30,457.69,4.49,141.19,1.90,153.36,2.12,1,11849.04,54.97,0.98,5
23.85,156.43,10561,4055.10,6.01,26592.49,7.04,0,0,507.27,18.64,462.59,2.81,128.62,5.62,146.11,5.86,1,2588.27,16.61,0.84,5
92.75,199.64,10561,15767.93,12.57,33939.30,14.19,0,0,197.20,8.27,411.70,2.40,231.47,11.12,261.22,12.55,0,4389.69,6.15,0.75,3
136.32,232.61,10561,23174.75,21.00,39543.60,18.79,0,0,132.49,11.42,355.97,2.28,186.93,18.26,167.05,16.24,1,759.92,5.13,0.47,4
23.93,157.24,10564,4068.59,7.20,26730.92,6.42,0,0,435.55,14.62,463.47,2.53,164.83,6.30,146.85,5.58,1,3774.69,12.17,0.86,5
123.25,151.15,10564,20952.06,2.57,25695.44,2.43,0,0,2558.70,33.25,435.48,5.46,151.74,2.22,144.67,2.17,1,16510.77,92.51,0.98,5
123.55,184.15,10564,21003.76,6.18,31305.74,6.28,0,0,533.63,15.54,393.61,2.85,162.42,5.30,165.39,5.48,1,3881.54,13.88,0.89,4
24.67,156.85,10565,4194.15,4.59,26665.17,4.94,0,0,704.63,16.18,464.98,2.87,152.89,3.93,165.17,4.31,1,4480.06,19.76,0.93,5
123.24,151.13,10565,20951.52,4.63,25691.66,4.86,0,0,2188.46,59.73,466.46,8.82,130.39,4.02,138.68,4.42,1,13942.56,71.76,0.91,5
24.58,156.65,10566,4178.78,4.86,26631.28,5.02,0,0,755.16,17.84,467.95,3.19,156.99,4.14,162.49,4.32,1,5062.40,28.57,0.92,5
24.61,156.64,10567,4184.40,7.18,26628.18,7.50,0,0,419.68,13.95,461.21,2.65,165.39,6.19,172.94,6.49,1,2882.85,18.10,0.86,5
24.54,156.44,10568,4172.17,6.16,26595.56,6.70,0,0,542.00,16.91,461.55,2.96,149.90,5.17,163.98,5.75,1,3562.81,17.30,0.88,5
24.40,155.43,10569,4148.81,6.87,26423.67,7.03,0,0,576.56,19.01,465.80,3.43,159.14,5.88,162.96,6.03,1,5000.60,17.66,0.86,5
122.70,141.29,10569,20858.84,12.42,24019.80,13.42,0,0,216.40,13.78,374.85,2.38,149.05,10.64,161.36,11.59,1,925.94,7.54,0.64,5
24.67,156.14,10570,4193.78,7.87,26543.66,8.34,0,0,474.35,18.99,459.54,3.28,150.04,6.71,159.98,7.30,1,3100.12,14.21,0.81,5
24.44,156.39,10571,4154.74,6.27,26586.35,5.23,0,0,739.62,19.55,469.12,3.63,181.55,5.43,150.77,4.43,1,6676.38,29.17,0.91,5
24.40,156.33,10572,4148.23,4.70,26576.08,4.62,0,0,835.53,18.02,470.98,3.34,166.66,4.05,163.91,3.99,1,6336.38,30.02,0.94,5
24.51,156.36,10573,4166.66,5.20,26581.96,5.15,0,0,853.17,21.46,471.69,3.76,157.65,4.43,156.10,4.40,1,4748.17,25.45,0.92,5
86.01,113.62,10573,14621.51,7.27,19314.61,6.99,0,0,549.90,15.68,412.03,3.43,195.84,6.35,188.15,6.09,1,6226.67,21.32,0.89,4
148.85,67.50,10573,25305.21,6.69,11474.19,6.58,0,0,577.62,18.50,406.02,3.28,160.34,5.86,156.75,5.59,1,4643.90,27.32,0.87,5
24.42,156.15,10574,4151.17,5.71,26545.51,5.14,0,0,589.29,14.86,464.54,2.74,173.70,4.94,156.68,4.51,1,5292.33,14.62,0.91,4
24.13,155.74,10575,4101.52,5.76,26475.59,5.81,0,0,599.65,19.07,457.66,2.95,140.76,5.21,140.28,5.01,1,2342.02,15.38,0.88,5
82.50,130.14,10576,14025.44,2.55,22124.53,2.92,0,0,2072.10,29.27,452.19,4.75,133.58,2.01,157.81,2.55,1,14092.50,76.80,0.97,5
105.18,14.72,10576,17880.20,6.19,2502.28,6.46,0,0,401.80,13.67,373.67,2.16,140.57,5.51,145.29,5.54,1,2438.19,15.87,0.86,5
142.31,82.23,10576,24192.78,2.56,13978.60,2.55,0,0,1473.25,21.33,392.53,3.17,133.50,2.13,135.02,2.23,1,8370.62,41.70,0.97,5
24.27,156.56,10577,4125.23,12.83,26615.65,12.85,0,0,257.12,12.37,456.33,2.92,205.06,11.23,205.38,11.24,0,4118.65,7.14,0.73,4
142.32,82.23,10577,24195.03,2.99,13979.17,2.92,0,0,1479.05,23.99,398.06,3.69,139.72,2.51,138.19,2.55,1,10132.12,44.98,0.96,5
24.62,156.32,10578,4185.39,5.95,26573.62,5.96,0,0,600.24,16.02,462.10,3.08,171.00,5.15,171.35,5.17,1,3920.83,15.68,0.90,5
94.08,132.38,10578,15993.76,13.46,22504.47,8.25,0,0,294.61,10.45,404.23,2.78,292.16,11.90,179.27,7.25,1,3762.65,9.81,0.82,4
142.36,82.25,10578,24201.81,3.75,13982.02,3.87,0,0,836.51,17.44,380.94,2.68,134.99,3.06,141.74,3.35,1,4969.40,29.88,0.94,5
24.71,156.15,10579,4200.21,5.83,26544.71,5.84,0,0,592.30,17.31,460.80,2.95,152.68,5.01,153.76,5.14,1,3068.60,16.93,0.89,5
20.44,155.01,10580,3475.35,11.90,26350.87,13.98,0,0,769.40,52.71,510.95,8.26,126.12,9.06,155.87,12.34,1,8553.02,16.00,0.60,4
12.33,164.85,10581,2095.77,12.42,28024.11,12.92,0,0,303.06,12.40,443.05,3.48,234.29,10.96,243.75,11.40,0,4555.29,10.39,0.77,4
24.67,156.19,10581,4193.08,5.08,26551.72,4.75,0,0,629.60,16.18,464.23,2.63,151.02,4.33,142.34,4.20,1,3012.48,17.32,0.91,5
109.61,237.72,10581,18634.34,7.36,40413.19,7.51,0,0,319.47,13.94,377.74,1.94,120.75,5.56,129.35,6.35,1,1166.10,10.68,0.79,5
239.84,227.36,10581,40772.20,6.50,38651.34,7.81,0,0,408.54,13.93,340.21,2.50,147.08,5.76,175.85,6.76,1,3104.71,16.53,0.86,5
24.66,156.03,10582,4192.95,6.14,26525.10,6.25,0,0,609.66,17.74,455.23,3.25,161.75,5.30,165.11,5.48,1,3735.27,18.70,0.89,4
24.49,156.28,10583,4162.91,6.31,26567.33,6.04,0,0,655.76,18.67,472.94,3.48,169.70,5.44,162.64,5.24,1,4774.60,20.06,0.89,5
109.43,236.78,10583,18602.51,7.49,40253.16,8.49,0,0,367.42,15.22,372.64,2.46,134.61,5.99,156.43,7.38,1,2719.15,12.69,0.80,5
129.01,123.12,10583,21932.44,7.77,20929.65,7.25,0,0,515.68,14.84,369.35,3.41,207.71,6.80,193.78,6.34,0,5623.92,20.90,0.88,4
24.42,156.22,10584,4150.60,4.80,26558.03,4.30,0,0,788.89,17.63,462.98,3.06,164.57,4.13,147.52,3.75,1,5009.29,31.31,0.93,5
123.74,124.47,10584,21036.37,10.81,21159.96,8.99,0,0,277.15,13.08,373.50,2.33,174.95,9.37,143.83,7.43,1,-267.75,4.11,0.76,5
125.30,131.21,10584,21301.72,12.08,22306.35,8.32,0,0,283.19,8.48,369.95,2.60,311.36,10.78,215.16,7.39,0,3911.04,7.01,0.85,3
138.20,145.63,10584,23494.06,12.29,24756.94,9.36,0,0,254.25,13.06,371.28,2.32,182.76,10.66,137.14,7.70,1,2732.73,11.83,0.72,5
24.37,156.34,10585,4142.69,5.53,26577.07,5.05,0,0,852.99,20.92,470.93,3.87,172.79,4.79,157.41,4.34,1,7380.42,36.44,0.92,5
123.79,124.33,10585,21044.46,2.36,21135.30,2.33,0,0,2208.16,27.57,406.10,4.39,145.26,2.07,142.12,1.97,1,12300.33,75.93,0.98,5
17.82,121.33,10586,3029.47,6.13,20626.34,5.78,0,0,593.07,19.90,493.02,2.97,140.51,5.44,128.93,4.71,1,4213.77,15.16,0.86,5
24.40,156.26,10586,4148.75,4.18,26563.55,3.89,0,0,1039.47,21.63,477.77,3.56,152.95,3.54,142.85,3.36,1,6134.00,40.03,0.94,5
123.76,124.30,10586,21038.83,2.26,21130.29,2.23,0,0,2247.74,26.66,405.46,4.28,146.04,1.96,143.17,1.90,1,12593.38,73.10,0.98,5
137.59,172.91,10586,23390.76,8.37,29395.17,10.15,0,0,356.86,16.75,365.08,2.77,132.57,6.68,165.11,8.86,1,2766.54,13.72,0.77,5
151.48,134.69,10586,25752.14,4.63,22897.73,5.11,0,0,856.52,21.89,393.44,3.49,134.17,3.66,151.81,4.37,1,5607.33,37.42,0.92,5
24.49,156.35,10587,4163.32,5.09,26579.17,5.23,0,0,841.48,22.09,472.12,3.68,146.76,4.23,151.59,4.45,1,5528.52,29.27,0.91,5
40.45,37.80,10587,6876.93,10.82,6426.09,18.43,0,0,162.92,8.42,419.58,2.03,160.73,9.35,274.27,16.16,1,2342.00,6.69,0.69,4
123.76,124.32,10587,21039.25,2.34,21133.79,2.33,0,0,2350.99,29.04,406.16,4.66,145.13,2.03,143.92,1.98,1,13718.23,91.10,0.98,5
151.58,134.90,10587,25768.95,10.89,22932.86,10.46,0,0,285.08,15.29,385.76,2.60,155.13,9.25,150.48,9.30,1,4106.42,10.65,0.71,5
40.45,37.46,10588,6877.26,10.69,6368.03,9.95,0,0,275.70,14.74,424.52,2.39,151.28,8.99,139.30,8.08,1,636.88,11.50,0.72,5
123.78,124.33,10588,21042.27,2.86,21136.94,3.02,0,0,2207.42,34.29,442.57,5.50,141.21,2.50,148.03,2.56,1,16870.56,86.90,0.97,5
123.78,124.31,10589,21043.08,2.01,21132.34,2.15,0,0,2333.73,26.45,416.91,4.11,136.63,1.77,144.45,1.82,1,13602.83,79.13,0.98,5
40.54,37.44,10590,6892.45,5.94,6364.79,7.59,0,0,398.18,12.65,425.41,2.27,140.46,4.85,182.40,6.57,1,2283.81,12.72,0.87,4
123.80,124.39,10590,21045.64,4.67,21146.71,5.12,0,0,668.36,15.02,367.61,2.81,159.42,4.07,174.71,4.43,1,4633.40,27.39,0.93,4
40.55,37.52,10591,6894.19,11.07,6378.94,14.79,0,0,277.14,18.22,425.62,2.88,114.34,7.74,169.63,12.68,1,1328.23,10.38,0.63,5
53.52,21.97,10595,9098.89,9.41,3735.39,11.07,0,0,362.49,16.82,430.56,3.18,154.54,7.98,182.84,9.63,1,3479.60,14.33,0.76,5
38.90,142.50,10596,6612.45,21.15,24224.77,14.41,0,0,204.99,13.37,446.69,3.15,249.24,18.52,169.69,12.53,1,2557.75,7.66,0.59,4
56.57,118.75,10596,9617.66,12.19,20187.16,26.04,0,0,194.89,11.58,430.80,3.08,157.90,10.56,335.84,23.34,1,3828.56,8.22,0.62,4
109.33,96.23,10596,18586.94,2.97,16359.75,2.90,0,0,1524.36,23.92,404.65,3.78,143.82,2.50,141.50,2.52,1,8523.31,62.82,0.97,5
120.89,6.54,10596,20552.00,8.03,1111.48,8.65,0,0,331.04,11.63,353.50,2.40,175.60,7.02,188.88,7.52,1,3818.19,13.60,0.84,4
56.16,121.03,10597,9547.85,30.05,20574.41,13.92,0,0,211.18,11.10,430.92,3.75,408.20,29.49,205.81,12.41,1,3099.38,3.63,0.65,5
169.30,103.89,10597,28780.73,7.78,17662.01,10.08,0,0,459.00,16.33,388.61,3.55,167.98,6.77,217.69,8.79,1,4762.40,17.65,0.83,5
54.44,121.29,10598,9255.02,11.41,20619.54,37.51,0,0,263.73,9.72,433.96,4.39,245.07,10.39,635.92,46.13,1,6186.67,9.51,0.74,4
170.09,104.15,10598,28914.71,11.61,17705.66,15.72,0,0,347.27,22.55,404.99,4.05,139.67,10.68,186.58,13.66,1,4098.65,7.00,0.62,4
171.82,99.67,10598,29208.67,27.20,16944.08,17.58,0,0,257.91,22.00,408.15,4.94,244.99,23.75,158.10,15.23,1,5049.46,9.42,0.46,4
61.02,119.86,10599,10372.99,11.41,20376.42,14.22,0,0,319.68,14.04,440.28,3.65,200.15,10.03,249.44,12.49,0,3248.29,7.01,0.75,5
99.29,137.46,10599,16878.55,8.87,23368.24,10.64,0,0,357.47,15.05,403.45,3.01,161.62,7.69,193.97,9.25,1,3150.44,15.26,0.79,5
173.39,98.77,10599,29475.61,3.39,16790.66,3.77,0,0,1061.76,18.27,393.61,3.24,150.01,2.87,167.57,3.27,1,7155.23,46.16,0.96,5
75.96,117.69,10600,12913.92,25.33,20007.87,13.48,0,0,186.59,9.86,424.73,3.02,351.52,24.26,197.73,11.94,0,6122.96,4.35,0.66,5
75.13,123.79,10600,12772.14,19.19,21044.81,19.60,0,0,157.11,9.38,415.99,2.78,248.50,17.01,253.72,17.38,0,-189.17,2.38,0.60,4
80.38,115.93,10600,13663.76,14.60,19708.86,27.21,0,0,275.28,16.82,437.44,4.94,184.94,12.92,341.16,24.65,1,4288.48,6.98,0.59,4
173.45,98.59,10600,29486.10,2.64,16759.75,2.82,0,0,1554.47,22.27,401.37,3.55,137.52,2.13,148.48,2.36,1,9032.35,56.27,0.97,5
23.70,78.44,10601,4029.61,8.78,13334.09,11.11,0,0,454.16,16.16,465.00,3.99,190.00,7.70,240.32,9.74,1,5429.44,15.65,0.83,4
32.39,236.97,10601,5506.96,3.62,40284.07,4.07,0,0,1285.66,23.58,439.15,4.22,150.13,3.06,170.04,3.55,1,8802.35,42.79,0.95,5
43.01,104.62,10601,7311.22,22.49,17785.51,15.57,0,0,210.38,13.74,447.87,3.51,265.22,19.78,183.63,13.66,1,2563.42,7.44,0.58,4
74.08,123.94,10601,12593.61,10.31,21069.49,7.57,0,0,656.80,22.65,447.04,5.09,229.97,9.01,168.87,6.65,1,8262.08,26.47,0.84,4
173.87,99.09,10601,29557.44,11.87,16844.81,11.21,0,0,483.86,19.17,392.32,5.00,230.78,10.43,218.01,9.86,0,6673.35,16.89,0.79,5
44.07,112.40,10602,7492.06,9.69,19107.96,12.00,0,0,350.67,12.95,450.50,3.39,202.13,8.52,250.32,10.55,0,2567.92,8.42,0.81,4
48.40,105.72,10602,8228.73,14.91,17971.87,12.93,0,0,257.58,18.22,454.34,3.04,160.84,12.75,139.24,11.04,1,416.10,3.21,0.59,5
32.98,113.00,10603,5606.53,4.70,19210.42,4.73,0,0,749.49,14.49,457.61,3.08,186.65,4.10,187.85,4.12,1,5255.67,17.46,0.94,4
