 ,X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit
19924,57.76,214.16,3788,9819.28,5.63,36407.22,5.31,0,0,472.90,14.39,435.68,2.20,142.48,4.89,135.87,4.81,1,2344.06,15.35,0.89,5
19925,93.97,47.65,3788,15974.84,5.87,8100.38,6.59,0,0,441.62,10.69,432.26,2.41,186.65,5.14,209.40,5.76,1,3697.17,16.43,0.91,4
19926,101.82,187.82,3788,17310.20,11.65,31930.19,14.07,0,0,267.80,14.24,446.30,2.99,168.46,10.19,203.31,12.26,1,2147.06,6.70,0.70,4
19927,92.80,49.22,3789,15776.49,9.82,8366.58,8.74,0,0,287.50,11.84,424.32,2.30,183.05,8.54,162.90,7.61,1,1509.10,7.53,0.80,4
19928,169.73,61.52,3789,28854.47,6.93,10458.76,7.89,0,0,448.59,13.24,461.21,2.90,180.44,6.05,205.34,6.88,1,3994.94,13.15,0.88,4
19929,57.74,214.19,3790,9815.48,5.30,36411.50,5.67,0,0,505.92,14.91,435.88,2.36,137.71,4.56,148.04,4.98,1,3121.71,21.39,0.89,5
19930,169.34,62.28,3790,28788.51,8.64,10588.32,13.13,0,0,354.12,12.36,458.55,3.40,190.98,7.62,290.06,11.60,0,5038.54,14.66,0.82,4
19931,57.73,214.36,3791,9813.31,5.96,36441.83,5.31,0,0,479.68,13.42,434.30,2.29,162.97,5.16,143.82,4.45,1,2654.10,18.73,0.90,4
19932,101.76,187.72,3791,17298.97,8.32,31912.28,9.07,0,0,365.97,15.82,454.44,2.71,147.60,7.22,160.72,7.83,1,2800.77,10.35,0.79,4
19933,146.38,75.02,3791,24884.88,22.41,12752.58,14.71,0,0,183.06,9.70,455.46,3.00,321.39,20.70,215.35,13.06,0,3445.44,6.85,0.65,4
19934,169.83,60.60,3791,28870.62,11.80,10302.82,10.00,0,0,380.47,16.20,464.81,3.63,212.98,10.31,180.49,8.72,1,4554.19,14.50,0.78,4
19935,57.76,214.27,3792,9819.08,6.24,36425.91,5.78,0,0,489.75,16.05,440.32,2.49,145.88,5.41,134.43,4.94,1,2353.10,15.53,0.87,5
19936,145.43,77.23,3792,24722.29,17.47,13128.37,24.08,0,0,184.24,11.10,452.57,3.48,224.67,15.54,308.74,21.52,0,1915.10,6.15,0.58,4
19937,171.71,59.81,3792,29191.21,9.97,10168.30,9.07,0,0,354.89,11.30,447.96,3.04,241.34,8.78,219.68,7.99,0,3634.04,14.24,0.85,4
19938,57.72,214.24,3793,9811.68,5.89,36420.88,5.63,0,0,509.87,15.57,434.42,2.49,147.40,5.05,141.26,4.89,1,2589.46,16.52,0.88,4
19939,101.79,187.68,3793,17304.91,8.43,31904.89,7.38,0,0,353.88,14.11,445.64,2.37,161.83,7.32,140.49,6.21,1,853.94,8.66,0.81,4
19940,159.76,72.41,3793,27159.66,32.87,12309.31,22.42,0,0,131.49,9.14,460.39,3.35,363.70,30.46,251.66,20.17,1,3123.58,6.50,0.48,4
19941,172.18,59.92,3793,29271.17,17.00,10187.18,14.39,0,0,218.32,12.24,472.85,3.04,233.41,14.91,197.65,12.63,0,2999.77,7.70,0.65,4
19942,32.29,213.73,3794,5488.61,13.07,36334.66,12.57,0,0,251.82,10.44,437.40,2.93,243.30,11.53,233.98,11.09,0,3441.08,9.40,0.76,3
19943,57.74,214.20,3794,9815.77,6.39,36413.78,5.42,0,0,482.74,15.41,435.88,2.42,153.80,5.52,131.61,4.85,1,2045.04,15.22,0.87,5
19944,98.35,120.87,3794,16719.31,22.47,20547.32,16.25,0,0,128.38,6.66,432.77,2.29,334.81,20.37,243.70,14.55,0,1977.69,4.28,0.64,3
19945,131.47,148.52,3794,22350.49,20.89,25247.82,21.26,0,0,166.95,14.23,452.74,3.07,188.25,18.20,191.56,18.53,1,2198.48,7.06,0.47,4
19946,31.29,213.53,3795,5319.38,9.48,36299.95,17.87,0,0,252.07,11.23,432.16,2.92,163.92,8.31,308.52,15.80,1,3412.21,10.08,0.75,5
19947,57.78,214.44,3795,9822.16,6.06,36454.85,5.29,0,0,425.69,12.27,431.54,2.03,160.29,5.25,137.23,4.27,1,2440.19,12.36,0.89,5
19948,57.78,214.24,3796,9822.82,6.45,36421.20,6.38,0,0,477.35,14.65,429.25,2.62,161.12,5.61,159.38,5.54,1,2797.81,14.64,0.88,4
19949,106.41,103.93,3796,18090.06,3.91,17668.69,4.00,0,0,783.67,14.68,449.33,2.66,159.54,3.35,163.93,3.50,1,4426.58,22.47,0.95,4
19950,215.15,174.34,3796,36575.22,6.42,29637.96,6.31,0,0,480.22,16.47,482.30,2.59,144.24,5.72,139.43,5.26,1,1995.77,14.92,0.86,5
19951,57.74,214.17,3797,9815.28,6.41,36409.17,5.62,0,0,481.65,14.11,434.28,2.48,167.99,5.55,147.96,4.96,1,3044.27,14.93,0.89,4
19952,101.87,187.79,3797,17317.39,11.48,31924.87,13.08,0,0,274.49,14.35,441.91,2.92,168.87,10.05,192.24,11.39,1,1760.85,6.62,0.70,4
19953,106.45,103.96,3797,18096.42,1.58,17673.51,1.61,0,0,2355.30,17.76,466.80,3.22,160.44,1.35,163.74,1.41,1,15209.88,68.34,0.99,4
19954,214.75,74.62,3797,36508.11,13.02,12685.11,11.91,0,0,215.49,11.82,462.67,2.32,182.17,11.32,166.35,10.28,1,2352.94,7.01,0.69,5
19955,215.27,174.32,3797,36595.71,10.01,29634.02,10.62,0,0,309.39,15.00,495.09,2.74,158.25,8.67,167.90,9.19,1,3201.23,10.05,0.74,5
19956,38.25,195.70,3798,6503.19,15.28,33268.67,13.88,0,0,334.11,24.18,459.74,4.15,161.74,13.24,146.45,11.87,1,4681.65,10.48,0.57,4
19957,57.69,214.16,3798,9807.12,5.75,36407.04,6.28,0,0,488.79,14.66,439.45,2.50,146.36,4.90,160.60,5.48,1,3164.17,16.35,0.89,5
19958,106.46,103.95,3798,18098.12,1.56,17672.07,1.58,0,0,2629.77,20.45,472.32,3.52,152.41,1.31,156.55,1.40,1,15949.23,68.57,0.99,5
19959,163.24,80.17,3798,27751.63,9.09,13629.19,17.52,0,0,373.03,14.57,466.44,4.21,180.13,8.04,342.17,16.00,1,5663.75,14.62,0.78,5
19960,214.53,74.60,3798,36469.36,5.83,12682.13,5.44,0,0,518.25,14.72,463.94,2.47,155.97,4.94,144.81,4.53,1,3188.27,15.28,0.90,4
19961,57.64,214.07,3799,9798.88,6.23,36392.18,6.04,0,0,456.48,14.69,432.99,2.39,147.84,5.27,145.39,5.45,1,1192.12,11.43,0.87,5
19962,106.45,103.94,3799,18097.19,1.47,17669.96,1.52,0,0,2484.98,18.00,473.30,3.18,155.31,1.25,161.18,1.33,1,15576.29,75.65,0.99,5
19963,120.61,175.96,3799,20503.71,4.73,29913.54,4.78,0,0,619.76,13.63,462.78,2.54,164.85,4.08,167.01,4.19,1,4084.31,17.99,0.93,4
19964,155.28,105.09,3799,26398.39,9.15,17864.73,9.13,0,0,356.48,15.76,463.21,2.79,158.71,7.91,158.84,8.03,1,1610.54,10.66,0.78,4
19965,161.97,78.95,3799,27534.59,11.91,13421.02,16.64,0,0,285.64,12.11,461.65,3.68,217.58,10.57,302.61,14.89,0,3875.21,8.68,0.75,5
19966,171.45,61.77,3799,29146.54,4.06,10501.66,4.61,0,0,744.43,16.16,454.08,2.73,140.78,3.32,162.17,4.00,1,3587.48,20.91,0.94,4
19967,214.56,74.73,3799,36475.25,6.30,12703.55,9.07,0,0,339.44,11.57,468.51,2.19,138.85,5.14,203.16,7.87,1,1491.60,10.20,0.85,4
19968,57.74,214.14,3800,9815.79,6.13,36403.15,5.63,0,0,472.73,14.14,438.93,2.37,157.27,5.30,145.43,5.02,1,3420.85,15.49,0.89,4
19969,106.46,103.98,3800,18098.50,1.60,17676.57,1.67,0,0,2469.08,19.12,463.90,3.46,157.90,1.36,165.85,1.47,1,16475.33,68.43,0.99,4
19970,161.51,82.70,3800,27456.14,26.89,14059.69,26.02,0,0,147.66,9.15,456.66,3.66,333.41,25.26,325.47,24.10,0,3045.79,4.79,0.53,5
19971,171.47,61.76,3800,29149.95,4.07,10499.98,4.06,0,0,765.90,15.64,454.32,2.65,151.38,3.42,152.15,3.52,1,4568.06,26.15,0.94,4
19972,26.73,241.51,3801,4544.30,8.45,41056.35,8.86,0,0,333.53,14.32,420.96,2.46,150.62,7.30,157.37,7.53,1,2066.52,9.91,0.79,4
19973,46.18,8.31,3801,7851.13,25.24,1412.11,23.94,0,0,106.50,7.30,418.14,2.45,285.57,22.57,271.09,21.38,0,3281.81,4.16,0.51,4
19974,57.66,214.21,3801,9801.59,6.28,36415.88,5.61,0,0,437.08,13.28,433.30,2.21,158.24,5.38,141.93,4.92,1,2929.62,13.40,0.88,4
19975,106.46,103.94,3801,18098.55,1.50,17669.23,1.54,0,0,2625.56,19.66,468.53,3.41,153.23,1.27,157.68,1.35,1,15181.23,75.75,0.99,5
19976,154.94,83.89,3801,26340.61,12.21,14260.97,10.57,0,0,302.73,12.29,458.09,3.06,231.38,10.71,200.39,9.28,0,2173.60,10.92,0.78,4
19977,163.30,76.89,3801,27760.85,10.97,13071.87,13.06,0,0,231.63,11.62,453.65,2.41,167.84,9.54,199.89,11.38,1,1713.71,6.60,0.72,5
19978,57.81,214.23,3802,9827.06,7.15,36419.60,6.91,0,0,422.53,13.88,431.86,2.55,167.15,6.22,161.51,6.01,1,2650.60,13.89,0.86,4
19979,106.46,103.98,3802,18097.79,1.76,17676.12,1.86,0,0,2438.34,21.50,473.00,3.77,152.27,1.49,161.66,1.63,1,15646.40,74.49,0.99,4
19980,157.77,85.71,3802,26821.61,9.25,14570.48,5.81,0,0,526.11,14.75,464.04,3.39,253.65,8.08,159.20,5.06,1,5130.50,13.79,0.89,3
19981,57.73,214.31,3803,9813.75,5.87,36432.28,5.80,0,0,504.72,14.83,433.68,2.51,152.72,5.06,150.89,4.97,1,2379.96,13.99,0.89,4
19982,106.42,103.96,3803,18092.07,1.76,17673.41,1.87,0,0,2511.10,21.93,464.55,3.90,153.82,1.49,164.52,1.64,1,16740.85,84.71,0.99,4
19983,156.08,85.99,3803,26532.97,10.85,14618.23,8.25,0,0,310.46,10.10,461.83,2.63,256.83,9.54,195.37,7.26,0,3751.38,11.05,0.85,4
19984,164.65,75.38,3803,27990.30,15.55,12815.19,22.76,0,0,173.63,13.81,458.22,2.83,149.29,13.26,219.45,19.81,1,1954.67,7.49,0.51,4
19985,249.05,71.48,3803,42337.81,20.26,12152.29,15.44,0,0,175.89,8.72,477.93,2.89,315.42,18.30,241.85,13.78,0,0.00,0.00,0.67,5
19986,57.66,214.37,3804,9801.78,6.06,36443.73,7.26,0,0,495.82,15.73,432.71,2.81,145.31,5.12,175.16,6.28,1,3171.83,15.07,0.87,4
19987,72.35,237.83,3804,12299.90,11.80,40431.67,10.02,0,0,277.53,13.17,444.76,2.61,190.91,10.26,162.25,8.77,1,2536.79,11.23,0.75,4
19988,106.48,103.93,3804,18101.85,1.50,17668.32,1.58,0,0,2404.42,17.66,464.66,3.16,155.34,1.27,165.32,1.38,1,15364.04,95.25,0.99,5
19989,152.30,89.37,3804,25890.84,10.62,15192.74,8.80,0,0,343.09,10.13,443.38,3.04,277.83,9.41,230.28,7.80,0,3544.27,12.26,0.86,3
19990,155.36,105.01,3804,26411.09,7.09,17851.28,7.12,0,0,448.18,14.49,477.11,2.74,168.08,6.13,169.29,6.23,1,3580.79,13.00,0.86,4
19991,57.64,214.31,3805,9797.98,6.68,36432.87,6.51,0,0,423.23,13.27,432.58,2.39,163.06,5.75,158.94,5.61,1,2715.52,12.70,0.87,4
19992,106.45,103.97,3805,18095.98,1.42,17674.90,1.46,0,0,2462.40,17.06,465.46,3.04,156.24,1.21,162.28,1.29,1,15262.88,63.54,0.99,5
19993,164.29,76.27,3805,27928.79,9.59,12966.55,11.01,0,0,320.72,16.50,447.35,2.81,142.23,8.20,163.85,9.52,1,2412.71,10.22,0.72,5
19994,243.53,218.78,3805,41399.48,3.60,37193.05,3.79,0,0,728.15,12.49,480.02,2.31,160.60,3.08,169.57,3.30,1,4443.40,26.79,0.96,5
19995,55.67,56.32,3806,9463.60,23.03,9575.17,19.51,0,0,143.78,11.84,424.21,2.68,215.07,20.12,182.10,17.03,1,2320.15,6.55,0.48,4
19996,57.77,214.32,3806,9820.42,5.97,36433.56,5.90,0,0,457.44,13.01,430.98,2.32,160.93,5.18,158.74,5.08,1,2763.29,13.41,0.89,4
19997,101.80,187.81,3806,17305.79,8.28,31927.00,7.56,0,0,341.94,13.65,446.63,2.31,159.37,7.21,145.81,6.65,1,2148.08,9.08,0.81,4
19998,106.45,103.97,3806,18097.29,1.77,17674.30,1.93,0,0,2452.09,21.42,469.51,3.87,154.32,1.50,169.09,1.68,1,16514.48,66.58,0.99,4
19999,163.47,113.09,3806,27790.25,11.19,19225.03,9.49,0,0,275.88,12.41,464.62,2.46,191.05,9.73,162.35,8.35,1,2093.65,7.99,0.76,4
20000,164.22,76.39,3806,27917.35,7.13,12986.32,9.28,0,0,311.10,12.53,455.05,2.17,136.26,6.27,176.88,8.03,1,2085.81,10.25,0.81,5
20001,52.84,59.37,3807,8982.03,14.99,10092.45,19.50,0,0,252.71,14.10,444.10,3.89,207.41,13.23,269.12,17.31,0,5206.56,9.03,0.64,4
20002,57.77,214.18,3807,9820.82,6.62,36411.29,6.38,0,0,418.63,11.97,428.45,2.35,177.67,5.76,171.28,5.56,1,3327.56,13.39,0.89,4
20003,106.44,103.95,3807,18094.22,1.51,17670.99,1.52,0,0,2617.47,19.36,467.09,3.39,155.89,1.28,158.31,1.34,1,15663.38,82.78,0.99,5
20004,161.50,110.68,3807,27455.25,5.30,18816.29,5.14,0,0,608.00,16.12,477.38,2.69,151.87,4.46,147.71,4.38,1,4415.08,22.46,0.91,4
20005,164.48,76.45,3807,27960.90,22.91,12996.24,12.96,0,0,197.52,13.73,451.67,2.94,252.27,19.96,140.64,10.66,1,1797.94,8.06,0.57,4
20006,57.67,214.25,3808,9803.87,5.61,36422.34,4.63,0,0,551.13,14.37,428.21,2.39,164.65,4.83,135.79,4.01,1,2491.06,19.99,0.91,5
20007,106.47,103.98,3808,18100.64,1.20,17676.49,1.28,0,0,2614.96,16.00,482.14,2.76,148.42,1.00,160.80,1.13,1,16634.17,74.66,0.99,5
20008,136.49,59.91,3808,23202.55,13.31,10184.19,17.28,0,0,223.16,11.51,447.96,3.03,198.84,11.71,258.08,15.22,0,2727.21,6.22,0.68,4
20009,161.40,110.86,3808,27437.82,4.29,18846.52,4.39,0,0,733.29,15.37,469.84,2.72,156.54,3.66,160.66,3.84,1,4517.79,22.38,0.94,4
20010,184.79,64.73,3808,31415.11,24.32,11004.72,15.68,0,0,151.88,12.66,453.07,2.57,223.96,21.16,144.18,13.58,1,1122.35,4.58,0.49,4
20011,57.72,214.24,3809,9812.23,5.80,36421.47,6.22,0,0,442.68,12.60,430.96,2.28,156.05,5.01,167.67,5.40,1,2549.42,13.72,0.89,4
20012,106.51,103.94,3809,18107.50,3.42,17670.05,3.66,0,0,845.14,13.38,440.77,2.58,165.54,2.95,177.39,3.19,1,5901.04,23.74,0.96,4
20013,161.48,110.73,3809,27452.40,4.14,18824.71,3.88,0,0,800.74,16.44,473.83,2.72,153.32,3.49,144.46,3.35,1,4652.69,27.10,0.94,4
20014,101.69,187.61,3810,17287.13,14.74,31893.31,16.33,0,0,236.11,15.90,443.78,3.17,167.91,12.79,186.01,14.19,1,1121.69,7.08,0.60,4
20015,148.66,58.40,3810,25272.71,12.94,9928.59,16.45,0,0,213.95,15.85,458.79,2.63,130.78,10.58,169.25,14.15,1,2001.08,9.34,0.57,5
20016,161.43,110.77,3810,27443.21,8.48,18831.15,7.54,0,0,427.73,17.49,470.02,2.91,158.36,7.23,141.46,6.58,1,3169.77,12.36,0.81,5
20017,179.29,67.43,3810,30478.64,26.92,11462.43,19.50,0,0,128.80,11.14,450.42,2.60,239.28,23.54,173.20,16.99,1,787.90,4.98,0.45,4
20018,57.65,214.25,3812,9800.68,7.53,36421.92,6.69,0,0,465.51,16.86,440.91,2.81,158.90,6.45,141.54,5.80,1,2070.65,14.07,0.84,5
20019,101.75,187.82,3812,17297.65,11.34,31929.64,11.67,0,0,248.11,12.20,442.70,2.48,177.10,9.87,182.32,10.17,1,1948.62,7.29,0.73,4
20020,147.31,57.20,3812,25041.97,14.89,9724.27,14.06,0,0,237.78,12.65,453.02,3.05,215.32,13.05,203.31,12.32,0,3037.50,7.09,0.68,3
20021,167.52,95.76,3812,28478.15,23.62,16278.51,20.38,0,0,138.29,9.43,464.87,2.78,267.50,20.90,230.85,18.04,0,2663.85,4.09,0.53,3
20022,57.78,214.18,3811,9821.88,6.38,36411.10,7.68,0,0,465.25,15.72,443.48,2.79,145.25,5.58,174.52,6.67,1,3046.67,14.04,0.86,5
20023,148.19,57.62,3811,25191.87,17.96,9795.98,26.16,0,0,268.14,15.83,459.55,5.35,236.53,16.05,338.04,24.21,0,5919.25,8.38,0.58,5
20024,57.70,214.26,3813,9809.55,6.52,36424.53,7.10,0,0,373.78,11.36,435.85,2.19,164.54,5.65,179.28,6.17,1,2391.02,11.09,0.88,4
20025,194.47,57.41,3813,33059.55,14.34,9758.92,22.13,0,0,179.54,13.82,455.49,2.74,140.11,11.72,219.74,19.23,1,956.12,5.74,0.53,4
20026,57.66,214.31,3814,9802.82,8.12,36433.11,6.41,0,0,442.81,15.29,431.99,2.73,179.91,7.03,141.20,5.43,1,2824.19,15.68,0.85,5
20027,101.90,187.78,3814,17323.65,8.14,31922.30,8.47,0,0,338.15,13.47,443.84,2.41,157.39,7.17,163.41,7.36,1,1473.31,8.14,0.81,4
20028,247.59,75.54,3814,42089.82,23.16,12842.60,17.78,0,0,198.10,10.03,483.19,3.82,353.99,21.34,274.54,16.05,1,5376.85,5.98,0.62,5
20029,57.75,214.28,3815,9816.92,5.95,36427.04,5.86,0,0,549.13,17.35,431.29,2.75,144.15,5.14,141.52,5.02,1,1817.33,16.31,0.88,5
20030,223.44,40.77,3815,37984.97,7.51,6930.62,8.16,0,0,413.88,14.50,467.33,2.79,164.03,6.46,178.60,7.09,1,2999.33,14.66,0.84,4
20031,57.80,214.21,3816,9826.06,6.08,36415.01,6.22,0,0,456.85,14.39,436.70,2.40,148.43,5.32,151.82,5.43,1,2596.40,14.78,0.87,4
20032,127.73,58.41,3816,21714.84,21.75,9930.35,14.38,0,0,178.25,12.10,451.88,2.77,246.24,19.00,162.55,12.44,1,2476.29,4.16,0.57,4
20033,193.82,36.56,3816,32949.12,9.78,6214.36,12.07,0,0,276.65,14.57,448.72,2.58,143.32,8.67,175.80,10.43,1,1892.33,8.33,0.71,4
20034,222.99,39.91,3816,37907.55,3.99,6783.86,4.85,0,0,786.10,15.84,471.94,2.98,152.95,3.56,184.95,4.22,1,5614.29,22.73,0.94,4
20035,248.74,178.43,3816,42285.44,6.09,30332.40,6.31,0,0,440.15,12.89,495.41,2.34,159.50,5.28,164.80,5.42,1,0.00,0.00,0.89,4
20036,19.19,205.42,3819,3261.77,22.57,34921.17,21.72,0,0,117.78,8.34,413.52,2.37,246.00,19.93,236.74,19.18,0,2020.62,4.06,0.52,3
20037,57.69,214.19,3819,9807.45,5.82,36411.71,5.89,0,0,469.32,14.30,433.67,2.34,145.77,4.96,148.62,5.17,1,2387.19,17.21,0.88,5
20038,178.69,63.72,3819,30377.11,12.18,10831.90,15.39,0,0,214.50,13.67,451.57,2.52,145.86,10.40,184.97,13.35,1,1468.33,6.78,0.62,4
20039,218.97,88.35,3819,37224.24,16.74,15019.78,9.67,0,0,298.30,16.05,466.40,3.26,238.12,14.57,135.45,8.00,1,291.38,4.46,0.69,5
20040,225.57,90.16,3819,38347.68,9.12,15327.99,10.47,0,0,309.89,13.23,471.65,2.62,163.59,7.85,188.17,9.11,1,489.27,6.41,0.78,4
20041,57.75,214.16,3820,9817.26,5.96,36406.55,6.15,0,0,480.20,13.23,425.95,2.50,165.89,5.17,171.35,5.36,1,2753.56,16.61,0.90,5
20042,202.24,55.67,3820,34381.62,14.18,9464.13,13.30,0,0,222.17,12.68,446.09,2.66,190.84,12.36,178.97,11.58,1,515.44,5.74,0.66,4
20043,246.80,177.56,3815,41955.33,18.84,30184.89,16.81,0,0,186.74,11.16,486.27,2.99,242.99,16.58,216.77,14.80,0,3133.94,5.70,0.62,3
20044,248.22,76.15,3815,42197.93,8.99,12945.31,17.59,0,0,268.24,10.17,481.77,3.02,183.83,7.97,353.39,16.18,1,4749.67,8.78,0.79,4
20045,57.74,214.22,3817,9816.42,8.15,36416.73,8.44,0,0,375.07,15.84,432.48,2.65,147.76,7.04,153.38,7.35,1,1865.42,12.55,0.80,5
20046,101.81,187.81,3817,17308.42,11.11,31927.85,10.11,0,0,260.09,12.68,443.96,2.37,174.89,9.66,159.32,8.83,1,1347.56,6.33,0.74,4
20047,109.79,100.20,3817,18664.96,11.60,17034.74,10.57,0,0,259.53,12.87,441.61,2.48,179.54,10.09,163.76,9.22,1,3236.65,9.58,0.73,4
20048,111.15,128.11,3817,18895.78,4.55,21778.22,4.98,0,0,687.42,17.11,443.74,2.80,141.89,4.08,154.41,4.39,1,3726.85,20.96,0.92,5
20049,191.65,37.26,3817,32580.44,13.32,6334.78,11.83,0,0,221.43,12.02,446.95,2.41,188.36,11.58,167.29,10.29,1,1551.29,7.88,0.69,4
20050,223.39,40.03,3817,37976.12,3.58,6804.79,3.81,0,0,891.61,15.34,473.67,2.83,159.23,3.07,169.83,3.33,1,5754.02,30.47,0.96,4
20051,57.73,214.21,3818,9813.27,6.46,36415.19,6.86,0,0,492.11,16.36,435.00,2.80,148.75,5.57,158.23,5.97,1,2610.79,16.08,0.86,4
20052,57.73,214.30,3823,9813.51,5.85,36431.67,5.44,0,0,469.20,13.12,436.17,2.26,160.25,5.06,148.54,4.65,1,1810.27,15.88,0.90,4
20053,154.82,70.42,3823,26319.25,10.41,11970.87,12.03,0,0,270.78,14.91,445.31,2.59,145.70,9.20,167.44,10.36,1,1797.46,7.79,0.70,4
20054,177.66,42.71,3823,30202.75,8.62,7260.32,8.41,0,0,299.69,12.73,447.20,2.17,155.05,7.38,151.31,7.23,1,2368.96,11.34,0.79,4
20055,57.70,214.16,3822,9809.32,6.62,36406.65,6.26,0,0,458.90,13.38,435.49,2.55,174.29,5.74,164.97,5.47,1,3152.29,13.07,0.89,4
20056,57.67,214.27,3821,9803.14,5.73,36426.08,5.97,0,0,452.36,13.06,428.70,2.26,151.61,4.89,158.31,5.16,1,2785.06,15.42,0.89,4
20057,96.44,117.46,3821,16395.38,20.76,19967.51,24.55,0,0,137.57,11.43,430.61,2.75,192.20,18.18,227.33,21.50,0,890.92,4.74,0.47,3
20058,137.11,68.15,3821,23308.39,19.77,11586.03,13.26,0,0,171.27,8.24,437.40,2.53,316.21,17.82,213.54,11.78,0,1205.73,6.40,0.69,4
20059,242.18,48.42,3821,41169.81,7.12,8231.92,8.03,0,0,418.14,15.37,470.78,2.71,149.09,6.27,167.52,6.92,1,2611.04,11.47,0.84,4
20060,57.78,214.22,3824,9823.27,6.61,36416.73,5.79,0,0,437.71,13.26,434.18,2.32,167.48,5.74,146.99,5.07,1,2283.73,14.32,0.88,4
20061,101.74,187.76,3824,17296.20,8.92,31919.96,9.64,0,0,341.48,16.74,472.88,2.69,139.29,7.70,150.80,8.37,1,3207.83,8.32,0.75,5
20062,177.60,42.59,3824,30192.65,8.83,7239.66,8.02,0,0,337.53,13.42,444.60,2.43,169.86,7.62,153.75,6.81,1,2007.58,12.10,0.81,4
20063,27.59,171.55,3825,4690.29,14.88,29163.84,14.13,0,0,192.55,9.11,410.44,2.53,242.63,13.12,230.43,12.47,0,1908.90,8.46,0.71,4
20064,57.64,25.42,3826,9798.40,10.81,4321.27,10.92,0,0,311.71,12.99,432.46,2.98,199.45,9.45,201.48,9.54,0,3313.67,10.35,0.78,4
20065,57.84,214.13,3825,9832.86,6.76,36401.79,6.83,0,0,473.81,16.34,435.29,2.76,151.18,5.95,152.81,6.03,1,3171.29,15.34,0.85,4
20066,101.79,187.69,3825,17304.59,10.96,31907.49,9.83,0,0,270.02,12.52,448.43,2.42,181.24,9.53,162.51,8.51,1,1328.08,6.15,0.76,4
20067,154.65,70.20,3825,26290.77,14.10,11933.27,16.14,0,0,190.81,12.76,442.51,2.48,161.55,12.16,185.20,14.04,1,1768.83,7.74,0.60,5
20068,176.72,135.75,3825,30042.79,20.66,23077.49,23.61,0,0,240.68,16.19,488.74,4.86,237.50,18.31,270.85,21.02,0,4493.73,8.23,0.54,4
20069,177.61,42.75,3825,30193.20,10.22,7267.80,10.32,0,0,270.42,13.25,445.13,2.38,159.42,8.76,161.26,8.95,1,1786.44,7.63,0.74,4
20070,57.83,27.03,3827,9831.29,4.63,4595.55,6.52,0,0,637.22,14.55,434.29,3.05,156.11,4.08,219.29,5.68,1,4664.60,17.25,0.93,4
20071,57.83,214.33,3827,9831.19,5.41,36435.30,6.33,0,0,455.01,12.43,428.77,2.29,152.50,4.76,177.78,5.48,1,2993.19,15.40,0.90,4
20072,128.71,162.33,3827,21881.40,19.09,27595.28,21.44,0,0,179.24,12.44,471.71,3.25,211.88,16.79,238.01,18.85,0,2804.31,5.96,0.55,3
20073,58.00,25.91,3828,9859.80,7.04,4404.48,8.53,0,0,439.91,12.78,415.11,3.01,186.34,6.17,225.78,7.46,1,4166.67,14.67,0.88,4
20074,57.76,214.10,3828,9819.63,5.56,36396.50,5.01,0,0,439.22,11.76,433.55,1.99,159.77,4.83,145.24,4.52,1,2509.67,13.94,0.91,4
20075,89.74,183.41,3828,15256.63,11.94,31180.49,15.68,0,0,193.00,12.16,452.09,2.27,145.39,10.36,191.00,13.61,1,2112.02,9.51,0.63,5
20076,130.21,172.79,3828,22136.30,19.04,29374.96,13.44,0,0,219.49,12.51,479.85,3.12,257.10,16.70,181.61,11.81,1,2945.44,7.40,0.65,4
20077,60.88,27.72,3829,10350.18,14.34,4711.64,14.77,0,0,266.94,13.06,426.04,3.50,226.04,12.63,232.76,13.00,0,3906.94,9.52,0.70,4
20078,57.76,214.19,3830,9819.57,6.25,36411.64,5.69,0,0,478.65,14.07,433.46,2.44,163.24,5.42,149.02,5.00,1,2414.29,15.21,0.89,5
20079,60.69,30.95,3830,10317.63,3.02,5261.43,3.06,0,0,964.73,12.78,430.11,2.54,175.14,2.63,177.36,2.67,1,7335.94,31.38,0.97,4
20080,144.24,209.63,3830,24520.89,10.49,35637.93,10.47,0,0,292.25,14.53,463.57,2.62,161.67,9.10,161.08,9.00,1,2144.33,8.76,0.73,4
20081,154.58,70.40,3830,26278.87,17.10,11968.17,16.58,0,0,193.74,13.57,445.90,2.84,187.39,14.88,181.73,14.42,1,1906.00,7.15,0.57,4
20082,207.64,29.69,3830,35298.53,14.42,5046.50,14.11,0,0,226.54,9.29,444.28,3.01,272.57,12.85,266.79,12.57,0,4184.88,7.97,0.75,3
20083,57.64,214.22,3831,9797.96,7.30,36416.92,6.10,0,0,425.26,13.05,433.61,2.44,182.47,6.33,152.64,5.32,1,2921.52,13.98,0.88,4
20084,60.58,31.06,3831,10297.76,3.35,5280.81,3.79,0,0,648.98,9.59,426.47,2.01,173.96,2.91,196.85,3.30,1,5547.06,22.81,0.97,4
20085,101.79,187.66,3831,17305.12,11.28,31902.22,11.08,0,0,316.94,16.36,459.03,3.05,167.54,9.81,164.47,9.57,1,2927.85,7.26,0.72,4
